,id
9131,ENSP304229
9132,ENSP380942
9133,ENSP222482
9134,ENSP278888
9135,ENSP271450
9136,ENSP376397
9137,ENSP340864
9138,ENSP444211
9139,ENSP326879
9140,ENSP482364
9141,ENSP362716
9142,ENSP371711
9143,ENSP301761
9144,ENSP264716
9145,ENSP327959
9146,ENSP354960
9147,ENSP423313
9148,ENSP344087
9149,ENSP382697
9150,ENSP291906
9151,ENSP477760
9152,ENSP251871
9153,ENSP386597
9154,ENSP229829
9155,ENSP222574
9156,ENSP268802
9157,ENSP372067
9158,ENSP332886
9159,ENSP425093
9160,ENSP361663
9161,ENSP418018
9162,ENSP419945
9163,ENSP337797
9164,ENSP267291
9165,ENSP333012
9166,ENSP342336
9167,ENSP265132
9168,ENSP367316
9169,ENSP478426
9170,ENSP340688
9171,ENSP410257
9172,ENSP364000
9173,ENSP278568
9174,ENSP461388
9175,ENSP331376
9176,ENSP317904
9177,ENSP35383
9178,ENSP311083
9179,ENSP367590
9180,ENSP484525
9181,ENSP363714
9182,ENSP260950
9183,ENSP264399
9184,ENSP375593
9185,ENSP415536
9186,ENSP233202
9187,ENSP297661
9188,ENSP383911
9189,ENSP262316
9190,ENSP296575
9191,ENSP263383
9192,ENSP355920
9193,ENSP358866
9194,ENSP263257
9195,ENSP375855
9196,ENSP323926
9197,ENSP262888
9198,ENSP420040
9199,ENSP298352
9200,ENSP265720
9201,ENSP350681
9202,ENSP358092
9203,ENSP351113
9204,ENSP269701
9205,ENSP366402
9206,ENSP412673
9207,ENSP373539
9208,ENSP318607
9209,ENSP244527
9210,ENSP465039
9211,ENSP376268
9212,ENSP421232
9213,ENSP334785
9214,ENSP304501
9215,ENSP375066
9216,ENSP357709
9217,ENSP345195
9218,ENSP348714
9219,ENSP334181
9220,ENSP402084
9221,ENSP297579
9222,ENSP255120
9223,ENSP223029
9224,ENSP352119
9225,ENSP294129
9226,ENSP282369
9227,ENSP322801
9228,ENSP356134
9229,ENSP339115
9230,ENSP261745
9231,ENSP249636
9232,ENSP379457
9233,ENSP357748
9234,ENSP311766
9235,ENSP380495
9236,ENSP343818
9237,ENSP261503
9238,ENSP360305
9239,ENSP310722
9240,ENSP270861
9241,ENSP327336
9242,ENSP382518
9243,ENSP264335
9244,ENSP309548
9245,ENSP318147
9246,ENSP470478
9247,ENSP233027
9248,ENSP353010
9249,ENSP313811
9250,ENSP287474
9251,ENSP420477
9252,ENSP360561
9253,ENSP353048
9254,ENSP308708
9255,ENSP306900
9256,ENSP455169
9257,ENSP256257
9258,ENSP355028
9259,ENSP476955
9260,ENSP219069
9261,ENSP296504
9262,ENSP377282
9263,ENSP367265
9264,ENSP268042
9265,ENSP254654
9266,ENSP334928
9267,ENSP347416
9268,ENSP301522
9269,ENSP421725
9270,ENSP264690
9271,ENSP382863
9272,ENSP309555
9273,ENSP378295
9274,ENSP216068
9275,ENSP417142
9276,ENSP297788
9277,ENSP354878
9278,ENSP164024
9279,ENSP357682
9280,ENSP265026
9281,ENSP384725
9282,ENSP427421
9283,ENSP223023
9284,ENSP448062
9285,ENSP272732
9286,ENSP420213
9287,ENSP351333
9288,ENSP296785
9289,ENSP345107
9290,ENSP287727
9291,ENSP288840
9292,ENSP283033
9293,ENSP262554
9294,ENSP399457
9295,ENSP369855
9296,ENSP370984
9297,ENSP444788
9298,ENSP374036
9299,ENSP351805
9300,ENSP294954
9301,ENSP271375
9302,ENSP323805
9303,ENSP365682
9304,ENSP389243
9305,ENSP392066
9306,ENSP319060
9307,ENSP368314
9308,ENSP264377
9309,ENSP256593
9310,ENSP420443
9311,ENSP305810
9312,ENSP297338
9313,ENSP274532
9314,ENSP349365
9315,ENSP264001
9316,ENSP262013
9317,ENSP333547
9318,ENSP365533
9319,ENSP430338
9320,ENSP349147
9321,ENSP242839
9322,ENSP315644
9323,ENSP333266
9324,ENSP81029
9325,ENSP245157
9326,ENSP323811
9327,ENSP444433
9328,ENSP251170
9329,ENSP381601
9330,ENSP450895
9331,ENSP304429
9332,ENSP334198
9333,ENSP263574
9334,ENSP261590
9335,ENSP240662
9336,ENSP440288
9337,ENSP176183
9338,ENSP439454
9339,ENSP282276
9340,ENSP336987
9341,ENSP365514
9342,ENSP295206
9343,ENSP345147
9344,ENSP367787
9345,ENSP380053
9346,ENSP309336
9347,ENSP305343
9348,ENSP419412
9349,ENSP357127
9350,ENSP337180
9351,ENSP333664
9352,ENSP359680
9353,ENSP301921
9354,ENSP314897
9355,ENSP264094
9356,ENSP278282
9357,ENSP272367
9358,ENSP272902
9359,ENSP358777
9360,ENSP380178
9361,ENSP370200
9362,ENSP251595
9363,ENSP250101
9364,ENSP261015
9365,ENSP485630
9366,ENSP478396
9367,ENSP335636
9368,ENSP327467
9369,ENSP336790
9370,ENSP376010
9371,ENSP397911
9372,ENSP319991
9373,ENSP217159
9374,ENSP323867
9375,ENSP469863
9376,ENSP482075
9377,ENSP426167
9378,ENSP379566
9379,ENSP252102
9380,ENSP344215
9381,ENSP475814
9382,ENSP379108
9383,ENSP354111
9384,ENSP315680
9385,ENSP347672
9386,ENSP282111
9387,ENSP476742
9388,ENSP368884
9389,ENSP456953
9390,ENSP359664
9391,ENSP479969
9392,ENSP265960
9393,ENSP362153
9394,ENSP219431
9395,ENSP299518
9396,ENSP273075
9397,ENSP370508
9398,ENSP358247
9399,ENSP387250
9400,ENSP261368
9401,ENSP285420
9402,ENSP262189
9403,ENSP307143
9404,ENSP262519
9405,ENSP254878
9406,ENSP355192
9407,ENSP261007
9408,ENSP379683
9409,ENSP368104
9410,ENSP338728
9411,ENSP233948
9412,ENSP373066
9413,ENSP335655
9414,ENSP334003
9415,ENSP403302
9416,ENSP382476
9417,ENSP481012
9418,ENSP364555
9419,ENSP344942
9420,ENSP295704
9421,ENSP365844
9422,ENSP464342
9423,ENSP334952
9424,ENSP274341
9425,ENSP360021
9426,ENSP270221
9427,ENSP245414
9428,ENSP375629
9429,ENSP344544
9430,ENSP262345
9431,ENSP351632
9432,ENSP269844
9433,ENSP393097
9434,ENSP314214
9435,ENSP262030
9436,ENSP304956
9437,ENSP342392
9438,ENSP345528
9439,ENSP265560
9440,ENSP453872
9441,ENSP304670
9442,ENSP269127
9443,ENSP378784
9444,ENSP262518
9445,ENSP364700
9446,ENSP451080
9447,ENSP290341
9448,ENSP248958
9449,ENSP229314
9450,ENSP293350
9451,ENSP299529
9452,ENSP253079
9453,ENSP479816
9454,ENSP263245
9455,ENSP360798
9456,ENSP307697
9457,ENSP285735
9458,ENSP285979
9459,ENSP225792
9460,ENSP477781
9461,ENSP447942
9462,ENSP445920
9463,ENSP362171
9464,ENSP354723
9465,ENSP369581
9466,ENSP471894
9467,ENSP346802
9468,ENSP270279
9469,ENSP386787
9470,ENSP369042
9471,ENSP241651
9472,ENSP319388
9473,ENSP262457
9474,ENSP314444
9475,ENSP347965
9476,ENSP404296
9477,ENSP222399
9478,ENSP264246
9479,ENSP261707
9480,ENSP264834
9481,ENSP380759
9482,ENSP355279
9483,ENSP325612
9484,ENSP398089
9485,ENSP394546
9486,ENSP410734
9487,ENSP255192
9488,ENSP369081
9489,ENSP357583
9490,ENSP155926
9491,ENSP362592
9492,ENSP386181
9493,ENSP398211
9494,ENSP367952
9495,ENSP309142
9496,ENSP340466
9497,ENSP265174
9498,ENSP409131
9499,ENSP417229
9500,ENSP386284
9501,ENSP388107
9502,ENSP280097
9503,ENSP484288
9504,ENSP216489
9505,ENSP203407
9506,ENSP259239
9507,ENSP466058
9508,ENSP482609
9509,ENSP364404
9510,ENSP432172
9511,ENSP344431
9512,ENSP354920
9513,ENSP330098
9514,ENSP265807
9515,ENSP297524
9516,ENSP361302
9517,ENSP484928
9518,ENSP380921
9519,ENSP483570
9520,ENSP400482
9521,ENSP262585
9522,ENSP336752
9523,ENSP284073
9524,ENSP469613
9525,ENSP296543
9526,ENSP444950
9527,ENSP371548
9528,ENSP261486
9529,ENSP278823
9530,ENSP262238
9531,ENSP287239
9532,ENSP227520
9533,ENSP477213
9534,ENSP430945
9535,ENSP380336
9536,ENSP364912
9537,ENSP361009
9538,ENSP262300
9539,ENSP262188
9540,ENSP367440
9541,ENSP367359
9542,ENSP260983
9543,ENSP378760
9544,ENSP170150
9545,ENSP444149
9546,ENSP365714
9547,ENSP355599
9548,ENSP285393
9549,ENSP290374
9550,ENSP378464
9551,ENSP397908
9552,ENSP323191
9553,ENSP273986
9554,ENSP217386
9555,ENSP235933
9556,ENSP386378
9557,ENSP483609
9558,ENSP304467
9559,ENSP403323
9560,ENSP416125
9561,ENSP219409
9562,ENSP275300
9563,ENSP222572
9564,ENSP317674
9565,ENSP360431
9566,ENSP452521
9567,ENSP363250
9568,ENSP297323
9569,ENSP243167
9570,ENSP340684
9571,ENSP377424
9572,ENSP416330
9573,ENSP384015
9574,ENSP250244
9575,ENSP262067
9576,ENSP319370
9577,ENSP281938
9578,ENSP296486
9579,ENSP335614
9580,ENSP377784
9581,ENSP469970
9582,ENSP398861
9583,ENSP318429
9584,ENSP357459
9585,ENSP332062
9586,ENSP266022
9587,ENSP391748
9588,ENSP364080
9589,ENSP332744
9590,ENSP257575
9591,ENSP349790
9592,ENSP272643
9593,ENSP289957
9594,ENSP219197
9595,ENSP294724
9596,ENSP362643
9597,ENSP360216
9598,ENSP241125
9599,ENSP265990
9600,ENSP278853
9601,ENSP339250
9602,ENSP326244
9603,ENSP297837
9604,ENSP482968
9605,ENSP409126
9606,ENSP354361
9607,ENSP364591
9608,ENSP339030
9609,ENSP400803
9610,ENSP258418
9611,ENSP265148
9612,ENSP446054
9613,ENSP359819
9614,ENSP427866
9615,ENSP348128
9616,ENSP376865
9617,ENSP343782
9618,ENSP369157
9619,ENSP247881
9620,ENSP424040
9621,ENSP262301
9622,ENSP233630
9623,ENSP425658
9624,ENSP267328
9625,ENSP367880
9626,ENSP480884
9627,ENSP356143
9628,ENSP420826
9629,ENSP356037
9630,ENSP300231
9631,ENSP368022
9632,ENSP360262
9633,ENSP305595
9634,ENSP330485
9635,ENSP375711
9636,ENSP312017
9637,ENSP338964
9638,ENSP262878
9639,ENSP356280
9640,ENSP431808
9641,ENSP279387
9642,ENSP345957
9643,ENSP348722
9644,ENSP295201
9645,ENSP480499
9646,ENSP309570
9647,ENSP371394
9648,ENSP380466
9649,ENSP386884
9650,ENSP465212
9651,ENSP400852
9652,ENSP464330
9653,ENSP216367
9654,ENSP374045
9655,ENSP383145
9656,ENSP347324
9657,ENSP412292
9658,ENSP451712
9659,ENSP269214
9660,ENSP340937
9661,ENSP420182
9662,ENSP481054
9663,ENSP339587
9664,ENSP354911
9665,ENSP377836
9666,ENSP376322
9667,ENSP366237
9668,ENSP417182
9669,ENSP363944
9670,ENSP484443
9671,ENSP360973
9672,ENSP215727
9673,ENSP305204
9674,ENSP289081
9675,ENSP387641
9676,ENSP262219
9677,ENSP365227
9678,ENSP265245
9679,ENSP356646
9680,ENSP478212
9681,ENSP322251
9682,ENSP346644
9683,ENSP286621
9684,ENSP296424
9685,ENSP362562
9686,ENSP366243
9687,ENSP316228
9688,ENSP260229
9689,ENSP253801
9690,ENSP441039
9691,ENSP261402
9692,ENSP335044
9693,ENSP427567
9694,ENSP310901
9695,ENSP341141
9696,ENSP263071
9697,ENSP329548
9698,ENSP413572
9699,ENSP395538
9700,ENSP312262
9701,ENSP279873
9702,ENSP363533
9703,ENSP425587
9704,ENSP394484
9705,ENSP166345
9706,ENSP240328
9707,ENSP308193
9708,ENSP269391
9709,ENSP261593
9710,ENSP343701
9711,ENSP340672
9712,ENSP333934
9713,ENSP368165
9714,ENSP365944
9715,ENSP367125
9716,ENSP250916
9717,ENSP293771
9718,ENSP273814
9719,ENSP264771
9720,ENSP478568
9721,ENSP481258
9722,ENSP301258
9723,ENSP310801
9724,ENSP327417
9725,ENSP347767
9726,ENSP314299
9727,ENSP351059
9728,ENSP282903
9729,ENSP448785
9730,ENSP267843
9731,ENSP418287
9732,ENSP479636
9733,ENSP462435
9734,ENSP458355
9735,ENSP381007
9736,ENSP436901
9737,ENSP250457
9738,ENSP368771
9739,ENSP485108
9740,ENSP301956
9741,ENSP419004
9742,ENSP410764
9743,ENSP354090
9744,ENSP331736
9745,ENSP365651
9746,ENSP356652
9747,ENSP432799
9748,ENSP218340
9749,ENSP375907
9750,ENSP344430
9751,ENSP342278
9752,ENSP386219
9753,ENSP14930
9754,ENSP439479
9755,ENSP264606
9756,ENSP473553
9757,ENSP222005
9758,ENSP360464
9759,ENSP415436
9760,ENSP243903
9761,ENSP356470
9762,ENSP357631
9763,ENSP481917
9764,ENSP349325
9765,ENSP265433
9766,ENSP477527
9767,ENSP363018
9768,ENSP227322
9769,ENSP303887
9770,ENSP270583
9771,ENSP328269
9772,ENSP367391
9773,ENSP472847
9774,ENSP410689
9775,ENSP288078
9776,ENSP325425
9777,ENSP353245
9778,ENSP481114
9779,ENSP301202
9780,ENSP383421
9781,ENSP343331
9782,ENSP379042
9783,ENSP375069
9784,ENSP303686
9785,ENSP418693
9786,ENSP13070
9787,ENSP359640
9788,ENSP360167
9789,ENSP345797
9790,ENSP359211
9791,ENSP217246
9792,ENSP341082
9793,ENSP314420
9794,ENSP305529
9795,ENSP282486
9796,ENSP370109
9797,ENSP357668
9798,ENSP346478
9799,ENSP472929
9800,ENSP454264
9801,ENSP404122
9802,ENSP358106
9803,ENSP244137
9804,ENSP380467
9805,ENSP349923
9806,ENSP263985
9807,ENSP381005
9808,ENSP375148
9809,ENSP375232
9810,ENSP263674
9811,ENSP303192
9812,ENSP374377
9813,ENSP389455
9814,ENSP359668
9815,ENSP218224
9816,ENSP331823
9817,ENSP365807
9818,ENSP264497
9819,ENSP370698
9820,ENSP332151
9821,ENSP256178
9822,ENSP377710
9823,ENSP446743
9824,ENSP378588
9825,ENSP325863
9826,ENSP476136
9827,ENSP390849
9828,ENSP219345
9829,ENSP261304
9830,ENSP317997
9831,ENSP218388
9832,ENSP156471
9833,ENSP464317
9834,ENSP450565
9835,ENSP427844
9836,ENSP370214
9837,ENSP366612
9838,ENSP331062
9839,ENSP409463
9840,ENSP237853
9841,ENSP256367
9842,ENSP256255
9843,ENSP419313
9844,ENSP360158
9845,ENSP262916
9846,ENSP264260
9847,ENSP415049
9848,ENSP482515
9849,ENSP345494
9850,ENSP469417
9851,ENSP398273
9852,ENSP464890
9853,ENSP298573
9854,ENSP406472
9855,ENSP419628
9856,ENSP323584
9857,ENSP356064
9858,ENSP216034
9859,ENSP357360
9860,ENSP361577
9861,ENSP297534
9862,ENSP306522
9863,ENSP478721
9864,ENSP295113
9865,ENSP387075
9866,ENSP312587
9867,ENSP364661
9868,ENSP262942
9869,ENSP254722
9870,ENSP468897
9871,ENSP266542
9872,ENSP253577
9873,ENSP291532
9874,ENSP484398
9875,ENSP451648
9876,ENSP295225
9877,ENSP295208
9878,ENSP327675
9879,ENSP340896
9880,ENSP449223
9881,ENSP411565
9882,ENSP324323
9883,ENSP295121
9884,ENSP360727
9885,ENSP242719
9886,ENSP319464
9887,ENSP365693
9888,ENSP463778
9889,ENSP311687
9890,ENSP262815
9891,ENSP373702
9892,ENSP358045
9893,ENSP360690
9894,ENSP368017
9895,ENSP380982
9896,ENSP270538
9897,ENSP282406
9898,ENSP485487
9899,ENSP478591
9900,ENSP349543
9901,ENSP263512
9902,ENSP360966
9903,ENSP477017
9904,ENSP352424
9905,ENSP366637
9906,ENSP450856
9907,ENSP442068
9908,ENSP469998
9909,ENSP466072
9910,ENSP29410
9911,ENSP257527
9912,ENSP244221
9913,ENSP360664
9914,ENSP216500
9915,ENSP263773
9916,ENSP317872
9917,ENSP385808
9918,ENSP212355
9919,ENSP325146
9920,ENSP360806
9921,ENSP392318
9922,ENSP354125
9923,ENSP386394
9924,ENSP283006
9925,ENSP356632
9926,ENSP370697
9927,ENSP483523
9928,ENSP359049
9929,ENSP346827
9930,ENSP356990
9931,ENSP353904
9932,ENSP376293
9933,ENSP265087
9934,ENSP352626
9935,ENSP324901
9936,ENSP405926
9937,ENSP365243
9938,ENSP349078
9939,ENSP307694
9940,ENSP256103
9941,ENSP353785
9942,ENSP281092
9943,ENSP354560
9944,ENSP348924
9945,ENSP353099
9946,ENSP407193
9947,ENSP337850
9948,ENSP340677
9949,ENSP252660
9950,ENSP275053
9951,ENSP381717
9952,ENSP372155
9953,ENSP472308
9954,ENSP408295
9955,ENSP343741
9956,ENSP354837
9957,ENSP379047
9958,ENSP397843
9959,ENSP316512
9960,ENSP368100
9961,ENSP317721
9962,ENSP373277
9963,ENSP302310
9964,ENSP382178
9965,ENSP368109
9966,ENSP379430
9967,ENSP335575
9968,ENSP445683
9969,ENSP376523
9970,ENSP316605
9971,ENSP290349
9972,ENSP297679
9973,ENSP260113
9974,ENSP1146
9975,ENSP363827
9976,ENSP376410
9977,ENSP321976
9978,ENSP447053
9979,ENSP216037
9980,ENSP436812
9981,ENSP337053
9982,ENSP304422
9983,ENSP304930
9984,ENSP393417
9985,ENSP275015
9986,ENSP386126
9987,ENSP411397
9988,ENSP374280
9989,ENSP333802
9990,ENSP342114
9991,ENSP358824
9992,ENSP358862
9993,ENSP434614
9994,ENSP470252
9995,ENSP261172
9996,ENSP417510
9997,ENSP349458
9998,ENSP261776
9999,ENSP361917
10000,ENSP453177
10001,ENSP369293
10002,ENSP238738
10003,ENSP334801
10004,ENSP303424
10005,ENSP312741
10006,ENSP358423
10007,ENSP384716
10008,ENSP438875
10009,ENSP441802
10010,ENSP360365
10011,ENSP369473
10012,ENSP357883
10013,ENSP291842
10014,ENSP363257
10015,ENSP348772
10016,ENSP330612
10017,ENSP442308
10018,ENSP299424
10019,ENSP401197
10020,ENSP302836
10021,ENSP414150
10022,ENSP361458
10023,ENSP378536
10024,ENSP348472
10025,ENSP316476
10026,ENSP280605
10027,ENSP268261
10028,ENSP267199
10029,ENSP472467
10030,ENSP280734
10031,ENSP262738
10032,ENSP216181
10033,ENSP264709
10034,ENSP389241
10035,ENSP384334
10036,ENSP379310
10037,ENSP479850
10038,ENSP353717
10039,ENSP313936
10040,ENSP353462
10041,ENSP332116
10042,ENSP384932
10043,ENSP376553
10044,ENSP295981
10045,ENSP325663
10046,ENSP383986
10047,ENSP308944
10048,ENSP417078
10049,ENSP476746
10050,ENSP371471
10051,ENSP420295
10052,ENSP363794
10053,ENSP323687
10054,ENSP412869
10055,ENSP271588
10056,ENSP334611
10057,ENSP288699
10058,ENSP380605
10059,ENSP468236
10060,ENSP484883
10061,ENSP355084
10062,ENSP349891
10063,ENSP364114
10064,ENSP413079
10065,ENSP355046
10066,ENSP322323
10067,ENSP282091
10068,ENSP362304
10069,ENSP313169
10070,ENSP342144
10071,ENSP323816
10072,ENSP269298
10073,ENSP362524
10074,ENSP481694
10075,ENSP303511
10076,ENSP439444
10077,ENSP317159
10078,ENSP358719
10079,ENSP335620
10080,ENSP356410
10081,ENSP360988
10082,ENSP348163
10083,ENSP415840
10084,ENSP364643
10085,ENSP262653
10086,ENSP360371
10087,ENSP460547
10088,ENSP368678
10089,ENSP256649
10090,ENSP268676
10091,ENSP344816
10092,ENSP12049
10093,ENSP425759
10094,ENSP254286
10095,ENSP430897
10096,ENSP303208
10097,ENSP338844
10098,ENSP391800
10099,ENSP335074
10100,ENSP314709
10101,ENSP332247
10102,ENSP410186
10103,ENSP359603
10104,ENSP349970
10105,ENSP322265
10106,ENSP379712
10107,ENSP318298
10108,ENSP261381
10109,ENSP234739
10110,ENSP368637
10111,ENSP367151
10112,ENSP353203
10113,ENSP316737
10114,ENSP274054
10115,ENSP308622
10116,ENSP267884
10117,ENSP262319
10118,ENSP325421
10119,ENSP287295
10120,ENSP424768
10121,ENSP361915
10122,ENSP374353
10123,ENSP483486
10124,ENSP274289
10125,ENSP269397
10126,ENSP378505
10127,ENSP362590
10128,ENSP398744
10129,ENSP379802
10130,ENSP346635
10131,ENSP388552
10132,ENSP482548
10133,ENSP349076
10134,ENSP328813
10135,ENSP366288
10136,ENSP332164
10137,ENSP314807
10138,ENSP265709
10139,ENSP364212
10140,ENSP371686
10141,ENSP343629
10142,ENSP266560
10143,ENSP308541
10144,ENSP389843
10145,ENSP399979
10146,ENSP269601
10147,ENSP469337
10148,ENSP345395
10149,ENSP415090
10150,ENSP379201
10151,ENSP369604
10152,ENSP333212
10153,ENSP263368
10154,ENSP246337
10155,ENSP475641
10156,ENSP266014
10157,ENSP363603
10158,ENSP258415
10159,ENSP388631
10160,ENSP477515
10161,ENSP356954
10162,ENSP360500
10163,ENSP365730
10164,ENSP358770
10165,ENSP360475
10166,ENSP321326
10167,ENSP359333
10168,ENSP370055
10169,ENSP298699
10170,ENSP327077
10171,ENSP365147
10172,ENSP359385
10173,ENSP262487
10174,ENSP406873
10175,ENSP306817
10176,ENSP373477
10177,ENSP284116
10178,ENSP447149
10179,ENSP278222
10180,ENSP338260
10181,ENSP441828
10182,ENSP362339
10183,ENSP340596
10184,ENSP344855
10185,ENSP373783
10186,ENSP281146
10187,ENSP298295
10188,ENSP420267
10189,ENSP378743
10190,ENSP359629
10191,ENSP376989
10192,ENSP393963
10193,ENSP343871
10194,ENSP371434
10195,ENSP417901
10196,ENSP355551
10197,ENSP386807
10198,ENSP375960
10199,ENSP385720
10200,ENSP453293
10201,ENSP225969
10202,ENSP334808
10203,ENSP335397
10204,ENSP341874
10205,ENSP344989
10206,ENSP230053
10207,ENSP336769
10208,ENSP356329
10209,ENSP292574
10210,ENSP315182
10211,ENSP362139
10212,ENSP299238
10213,ENSP363852
10214,ENSP404854
10215,ENSP374566
10216,ENSP320359
10217,ENSP298925
10218,ENSP261917
10219,ENSP368966
10220,ENSP329654
10221,ENSP416561
10222,ENSP368686
10223,ENSP359583
10224,ENSP369871
10225,ENSP295709
10226,ENSP333948
10227,ENSP394033
10228,ENSP362103
10229,ENSP399745
10230,ENSP324532
10231,ENSP360060
10232,ENSP344155
10233,ENSP412326
10234,ENSP315564
10235,ENSP463325
10236,ENSP331581
10237,ENSP361667
10238,ENSP261263
10239,ENSP360715
10240,ENSP303468
10241,ENSP325091
10242,ENSP342136
10243,ENSP347032
10244,ENSP369731
10245,ENSP323952
10246,ENSP418259
10247,ENSP381932
10248,ENSP435954
10249,ENSP342448
10250,ENSP361433
10251,ENSP308369
10252,ENSP337641
10253,ENSP220592
10254,ENSP291041
10255,ENSP307297
10256,ENSP360645
10257,ENSP312554
10258,ENSP334448
10259,ENSP382356
10260,ENSP360552
10261,ENSP342924
10262,ENSP419975
10263,ENSP394954
10264,ENSP251287
10265,ENSP282226
10266,ENSP366474
10267,ENSP389714
10268,ENSP264028
10269,ENSP310448
10270,ENSP424571
10271,ENSP301908
10272,ENSP363799
10273,ENSP364265
10274,ENSP398882
10275,ENSP316598
10276,ENSP264784
10277,ENSP416739
10278,ENSP299001
10279,ENSP349575
10280,ENSP342974
10281,ENSP337065
10282,ENSP348965
10283,ENSP355493
10284,ENSP235628
10285,ENSP268933
10286,ENSP298815
10287,ENSP362179
10288,ENSP359910
10289,ENSP330631
10290,ENSP354608
10291,ENSP479669
10292,ENSP260443
10293,ENSP333836
10294,ENSP270879
10295,ENSP322396
10296,ENSP360020
10297,ENSP221543
10298,ENSP250617
10299,ENSP473391
10300,ENSP327246
10301,ENSP443113
10302,ENSP344866
10303,ENSP451406
10304,ENSP229307
10305,ENSP413405
10306,ENSP264428
10307,ENSP253144
10308,ENSP305664
10309,ENSP361628
10310,ENSP337146
10311,ENSP315118
10312,ENSP438788
10313,ENSP359206
10314,ENSP432660
10315,ENSP370527
10316,ENSP485452
10317,ENSP361097
10318,ENSP319883
10319,ENSP361842
10320,ENSP337804
10321,ENSP260645
10322,ENSP362353
10323,ENSP359727
10324,ENSP355014
10325,ENSP349085
10326,ENSP312774
10327,ENSP356825
10328,ENSP420237
10329,ENSP232975
10330,ENSP466285
10331,ENSP352173
10332,ENSP377275
10333,ENSP389009
10334,ENSP279791
10335,ENSP248072
10336,ENSP364164
10337,ENSP381703
10338,ENSP469647
10339,ENSP357256
10340,ENSP429553
10341,ENSP365898
10342,ENSP355637
10343,ENSP362555
10344,ENSP360215
10345,ENSP370882
10346,ENSP479861
10347,ENSP477344
10348,ENSP247986
10349,ENSP357068
10350,ENSP361337
10351,ENSP286049
10352,ENSP364076
10353,ENSP387219
10354,ENSP354859
10355,ENSP347924
10356,ENSP354346
10357,ENSP398124
10358,ENSP353491
10359,ENSP219660
10360,ENSP413575
10361,ENSP342216
10362,ENSP353646
10363,ENSP276440
10364,ENSP274963
10365,ENSP449428
10366,ENSP314543
10367,ENSP220429
10368,ENSP328004
10369,ENSP451545
10370,ENSP330264
10371,ENSP468153
10372,ENSP362563
10373,ENSP359504
10374,ENSP215794
10375,ENSP453281
10376,ENSP300784
10377,ENSP448182
10378,ENSP376024
10379,ENSP238855
10380,ENSP285949
10381,ENSP299022
10382,ENSP311453
10383,ENSP287169
10384,ENSP419970
10385,ENSP355228
10386,ENSP240316
10387,ENSP364752
10388,ENSP375220
10389,ENSP353379
10390,ENSP290472
10391,ENSP256104
10392,ENSP296420
10393,ENSP475489
10394,ENSP483154
10395,ENSP371221
10396,ENSP433528
10397,ENSP265748
10398,ENSP377284
10399,ENSP446184
10400,ENSP361306
10401,ENSP377814
10402,ENSP365837
10403,ENSP370473
10404,ENSP432614
10405,ENSP290913
10406,ENSP360569
10407,ENSP314733
10408,ENSP334375
10409,ENSP284885
10410,ENSP371278
10411,ENSP339917
10412,ENSP322832
10413,ENSP248633
10414,ENSP370021
10415,ENSP303490
10416,ENSP331741
10417,ENSP299290
10418,ENSP444029
10419,ENSP185206
10420,ENSP369500
10421,ENSP306220
10422,ENSP304642
10423,ENSP296677
10424,ENSP365473
10425,ENSP367022
10426,ENSP261714
10427,ENSP389760
10428,ENSP376786
10429,ENSP357097
10430,ENSP242786
10431,ENSP357442
10432,ENSP359230
10433,ENSP436450
10434,ENSP240619
10435,ENSP372201
10436,ENSP485243
10437,ENSP389443
10438,ENSP377806
10439,ENSP367343
10440,ENSP333395
10441,ENSP373450
10442,ENSP371211
10443,ENSP376141
10444,ENSP367355
10445,ENSP404092
10446,ENSP345295
10447,ENSP479664
10448,ENSP350136
10449,ENSP468308
10450,ENSP379438
10451,ENSP302202
10452,ENSP354532
10453,ENSP427329
10454,ENSP334472
10455,ENSP358238
10456,ENSP324205
10457,ENSP441980
10458,ENSP243052
10459,ENSP377262
10460,ENSP290390
10461,ENSP262646
10462,ENSP280772
10463,ENSP340329
10464,ENSP365950
10465,ENSP477590
10466,ENSP296443
10467,ENSP215739
10468,ENSP379702
10469,ENSP343062
10470,ENSP347197
10471,ENSP306512
10472,ENSP367292
10473,ENSP301215
10474,ENSP269394
10475,ENSP458715
10476,ENSP343515
10477,ENSP361219
10478,ENSP261479
10479,ENSP308012
10480,ENSP159060
10481,ENSP429690
10482,ENSP359478
10483,ENSP254508
10484,ENSP254998
10485,ENSP368716
10486,ENSP366098
10487,ENSP374218
10488,ENSP481912
10489,ENSP248564
10490,ENSP430711
10491,ENSP251108
10492,ENSP365838
10493,ENSP386069
10494,ENSP330199
10495,ENSP264433
10496,ENSP262032
10497,ENSP430985
10498,ENSP379256
10499,ENSP310631
10500,ENSP439768
10501,ENSP457807
10502,ENSP282026
10503,ENSP359375
10504,ENSP453940
10505,ENSP410309
10506,ENSP282849
10507,ENSP306496
10508,ENSP262094
10509,ENSP265340
10510,ENSP355051
10511,ENSP329918
10512,ENSP348108
10513,ENSP272091
10514,ENSP292782
10515,ENSP480836
10516,ENSP245503
10517,ENSP268389
10518,ENSP401633
10519,ENSP278780
10520,ENSP483631
10521,ENSP342019
10522,ENSP270649
10523,ENSP367638
10524,ENSP270747
10525,ENSP477530
10526,ENSP359337
10527,ENSP355747
10528,ENSP361943
10529,ENSP246081
